BaseL	AssignedL
28702.XYZ	28702.002
28710.XYZ	28710.004
28716.XYZ	28716.002
28716.XYZ	28716.004
28724.XYZ	28724.002
28730.XYZ	28730.002
28730.XYZ	28730.004
Lbody:28730.XYZ	Lbody:28730.002
28730.XYZ	28730.006
28735.XYZ	28735.002
28740.XYZ	28740.002
28745.XYZ	28745.002
28745.XYZ	28745.004
28745.XYZ	28745.006
28756.XYZ	28756.002
28761.XYZ	28761.002
28764.XYZ	28764.004
28766.XYZ	28766.004
28768.XYZ	28768.002
28769.XYZ	28769.002
28778.XYZ	28778.002
28793.XYZ	28793.002
28798.XYZ	28798.002
28798.XYZ	28798.004
28798.XYZ	28798.006
28800.XYZ	28800.002
28809.XYZ	28809.002
28819.XYZ	28819.002
28823.XYZ	28823.002
28825.XYZ	28825.002
28837.XYZ	28837.002
28842.XYZ	28842.002
28842.XYZ	28842.004
28844.XYZ	28844.002
28845.XYZ	28845.002
28847.XYZ	28847.002
28857.XYZ	28857.002
28857.XYZ	28857.004
28859.XYZ	28859.002
28860.XYZ	28860.002
28862.XYZ	28862.002
28864.XYZ	28864.002
28866.XYZ	28866.002
28874.XYZ	28874.002
28875.XYZ	28875.002
28881.XYZ	28881.002
28885.XYZ	28885.002
28885.XYZ	28885.004
Lbody:28885.XYZ	Lbody:28885.002
28885.XYZ	28885.006
28886.XYZ	28886.002
28897.XYZ	28897.002
28905.XYZ	28905.002
28910.XYZ	28910.002
28911.XYZ	28911.002
28912.XYZ	28912.002
28925.XYZ	28925.002
28928.XYZ	28928.002
28929.XYZ	28929.002
28933.XYZ	28933.002
28933.XYZ	28933.004
Lbody:28933.XYZ	Lbody:28933.002
28935.XYZ	28935.002
28935.XYZ	28935.004
28947.XYZ	28947.002
28951.XYZ	28951.002
28967.XYZ	28967.002
28971.XYZ	28971.002
28971.XYZ	28971.004
28972.XYZ	28972.002
28972.XYZ	28972.004
28975.XYZ	28975.002
28989.XYZ	28989.002
28990.XYZ	28990.004
28991.XYZ	28991.002
28995.XYZ	28995.002
28996.XYZ	28996.002
28996.XYZ	28996.004
29000.XYZ	29000.002
29001.XYZ	29001.002
29001.XYZ	29001.004
29011.XYZ	29011.002
29013.XYZ	29013.002
29013.XYZ	29013.004
Lbody:29013.XYZ	Lbody:29013.002
29018.XYZ	29018.002
29018.XYZ	29018.004
29018.XYZ	29018.006
29018.XYZ	29018.008
Lbody:29018.XYZ	Lbody:29018.006
29022.XYZ	29022.002
29022.XYZ	29022.004
Lbody:29022.XYZ	Lbody:29022.002
29022.XYZ	29022.006
29025.XYZ	29025.002
29026.XYZ	29026.002
29031.XYZ	29031.002
29033.XYZ	29033.002
29033.XYZ	29033.004
29033.XYZ	29033.006
29037.XYZ	29037.002
29050.XYZ	29050.002
29050.XYZ	29050.004
29053.XYZ	29053.002
29053.XYZ	29053.004
29060.XYZ	29060.002
29063.XYZ	29063.002
29063.XYZ	29063.004
Lbody:29063.XYZ	Lbody:29063.002
29065.XYZ	29065.002
29066.XYZ	29066.002
29066.XYZ	29066.004
29072.XYZ	29072.002
29084.XYZ	29084.002
29084.XYZ	29084.004
29084.XYZ	29084.006
29085.XYZ	29085.002
29089.XYZ	29089.002
29089.XYZ	29089.004
29089.XYZ	29089.006
29094.XYZ	29094.002
29097.XYZ	29097.002
29098.XYZ	29098.002
29098.XYZ	29098.004
29099.XYZ	29099.002
29101.XYZ	29101.004
29102.XYZ	29102.002
29102.XYZ	29102.004
29109.XYZ	29109.004
29109.XYZ	29109.006
29113.XYZ	29113.002
29118.XYZ	29118.002
29120.XYZ	29120.002
29121.XYZ	29121.002
29121.XYZ	29121.004
29128.XYZ	29128.002
29131.XYZ	29131.002
29131.XYZ	29131.004
Lbody:29131.XYZ	Lbody:29131.002
29132.XYZ	29132.002
29134.XYZ	29134.002
29136.XYZ	29136.002
29149.XYZ	29149.002
29149.XYZ	29149.004
29151.XYZ	29151.004
29154.XYZ	29154.002
29163.XYZ	29163.002
29166.XYZ	29166.002
29166.XYZ	29166.004
29169.XYZ	29169.002
29175.XYZ	29175.002
29177.XYZ	29177.002
29185.XYZ	29185.002
29187.XYZ	29187.002
29187.XYZ	29187.004
Lbody:29187.XYZ	Lbody:29187.002
29211.XYZ	29211.002
29226.XYZ	29226.002
29230.XYZ	29230.002
29234.XYZ	29234.002
29235.XYZ	29235.002
29242.XYZ	29242.002
29251.XYZ	29251.002
29251.XYZ	29251.004
29260.XYZ	29260.002
29264.XYZ	29264.002
29267.XYZ	29267.002
29271.XYZ	29271.002
29275.XYZ	29275.002
29279.XYZ	29279.002
29303.XYZ	29303.002
29303.XYZ	29303.004
29308.XYZ	29308.002
29334.XYZ	29334.002
29348.XYZ	29348.002
29359.XYZ	29359.002
29363.XYZ	29363.002
29373.XYZ	29373.002
29384.XYZ	29384.002
29384.XYZ	29384.004
29384.XYZ	29384.006
29385.XYZ	29385.002
29398.XYZ	29398.002
29404.XYZ	29404.002
29404.XYZ	29404.004
29424.XYZ	29424.002
29428.XYZ	29428.002
29433.XYZ	29433.002
29434.XYZ	29434.002
29440.XYZ	29440.002
29444.XYZ	29444.002
29458.XYZ	29458.002
29463.XYZ	29463.004
29498.XYZ	29498.002
29498.XYZ	29498.004
Lbody:29498.XYZ	Lbody:29498.002
29503.XYZ	29503.002
29520.XYZ	29520.002
29522.XYZ	29522.002
29535.XYZ	29535.002
29535.XYZ	29535.004
Lbody:29535.XYZ	Lbody:29535.002
29535.XYZ	29535.006
29541.XYZ	29541.002
29541.XYZ	29541.004
29544.XYZ	29544.002
29547.XYZ	29547.002
29552.XYZ	29552.002
29560.XYZ	29560.002
29563.XYZ	29563.002
29565.XYZ	29565.002
29565.XYZ	29565.004
29566.XYZ	29566.002
29568.XYZ	29568.002
29568.XYZ	29568.004
29571.XYZ	29571.002
29572.XYZ	29572.002
29573.XYZ	29573.002
29575.XYZ	29575.002
29575.XYZ	29575.004
29589.XYZ	29589.002
29592.XYZ	29592.002
29593.XYZ	29593.002
29597.XYZ	29597.002
29598.XYZ	29598.002
29599.XYZ	29599.002
29599.XYZ	29599.004
29605.XYZ	29605.002
29605.XYZ	29605.004
29605.XYZ	29605.006
29607.XYZ	29607.002
29607.XYZ	29607.004
29619.XYZ	29619.002
29628.XYZ	29628.002
29636.XYZ	29636.002
29636.XYZ	29636.004
29640.XYZ	29640.002
29641.XYZ	29641.002
29657.XYZ	29657.002
29660.XYZ	29660.002
29660.XYZ	29660.004
29666.XYZ	29666.002
29666.XYZ	29666.004
29672.XYZ	29672.002
29679.XYZ	29679.002
29700.XYZ	29700.002
29704.XYZ	29704.002
29767.XYZ	29767.002
29771.XYZ	29771.002
29773.XYZ	29773.002
29784.XYZ	29784.002
29785.XYZ	29785.002
29786.XYZ	29786.002
29791.XYZ	29791.002
29795.XYZ	29795.002
29812.XYZ	29812.002
29815.XYZ	29815.002
29825.XYZ	29825.002
29825.XYZ	29825.004
29827.XYZ	29827.002
29844.XYZ	29844.002
29847.XYZ	29847.002
29888.XYZ	29888.002
29912.XYZ	29912.002
29915.XYZ	29915.002
29919.XYZ	29919.002
29923.XYZ	29923.002
29923.XYZ	29923.004
29941.XYZ	29941.002
29941.XYZ	29941.004
29966.XYZ	29966.002
29973.XYZ	29973.002
29979.XYZ	29979.004
29988.XYZ	29988.002
30009.XYZ	30009.002
30010.XYZ	30010.002
30022.XYZ	30022.002
30022.XYZ	30022.004
30036.XYZ	30036.002
30037.XYZ	30037.002
30047.XYZ	30047.002
30052.XYZ	30052.002
30052.XYZ	30052.004
Lbody:30052.XYZ	Lbody:30052.002
30052.XYZ	30052.006
30085.XYZ	30085.002
30085.XYZ	30085.004
30093.XYZ	30093.002
30105.XYZ	30105.002
30105.XYZ	30105.004
30106.XYZ	30106.002
30114.XYZ	30114.002
30133.XYZ	30133.002
30134.XYZ	30134.002
30134.XYZ	30134.004
30143.XYZ	30143.002
30154.XYZ	30154.002
30154.XYZ	30154.004
30154.XYZ	30154.006
30155.XYZ	30155.002
30161.XYZ	30161.004
30162.XYZ	30162.002
30168.XYZ	30168.002
30171.XYZ	30171.002
30174.XYZ	30174.002
30187.XYZ	30187.002
30187.XYZ	30187.004
30196.XYZ	30196.002
30208.XYZ	30208.002
30226.XYZ	30226.002
30244.XYZ	30244.002
30247.XYZ	30247.002
30247.XYZ	30247.004
30251.XYZ	30251.002
30251.XYZ	30251.004
30255.XYZ	30255.002
30266.XYZ	30266.002
30267.XYZ	30267.002
30272.XYZ	30272.004
30274.XYZ	30274.002
30275.XYZ	30275.002
30285.XYZ	30285.002
30285.XYZ	30285.004
30287.XYZ	30287.002
30291.XYZ	30291.002
30291.XYZ	30291.004
30291.XYZ	30291.006
30296.XYZ	30296.002
30319.XYZ	30319.002
30321.XYZ	30321.002
30322.XYZ	30322.002
30325.XYZ	30325.002
30327.XYZ	30327.002
30339.XYZ	30339.002
30340.XYZ	30340.002
30340.XYZ	30340.004
30342.XYZ	30342.002
30347.XYZ	30347.002
30349.XYZ	30349.002
30350.XYZ	30350.002
30350.XYZ	30350.004
Lbody:30350.XYZ	Lbody:30350.002
30350.XYZ	30350.006
30350.XYZ	30350.008
30351.XYZ	30351.002
30354.XYZ	30354.004
30357.XYZ	30357.002
30359.XYZ	30359.002
30360.XYZ	30360.002
30366.XYZ	30366.002
30366.XYZ	30366.004
30379.XYZ	30379.002
30381.XYZ	30381.002
30387.XYZ	30387.002
30394.XYZ	30394.002
30396.XYZ	30396.002
30396.XYZ	30396.004
30396.XYZ	30396.006
30403.XYZ	30403.002
30403.XYZ	30403.004
30405.XYZ	30405.002
30409.XYZ	30409.002
30432.XYZ	30432.002
30432.XYZ	30432.004
30432.XYZ	30432.006
30452.XYZ	30452.002
30505.XYZ	30505.002
30506.XYZ	30506.002
30519.XYZ	30519.002
30522.XYZ	30522.002
30522.XYZ	30522.004
30532.XYZ	30532.002
30569.XYZ	30569.002
30569.XYZ	30569.004
30580.XYZ	30580.002
30583.XYZ	30583.004
30589.XYZ	30589.002
30589.XYZ	30589.004
30593.XYZ	30593.002
30597.XYZ	30597.002
30603.XYZ	30603.002
30606.XYZ	30606.002
30612.XYZ	30612.002
30623.XYZ	30623.002
30637.XYZ	30637.002
30637.XYZ	30637.004
Lbody:30637.XYZ	Lbody:30637.002
30638.XYZ	30638.004
30640.XYZ	30640.002
30640.XYZ	30640.004
30644.XYZ	30644.002
30652.XYZ	30652.002
30652.XYZ	30652.004
30655.XYZ	30655.002
30659.XYZ	30659.002
30666.XYZ	30666.002
30666.XYZ	30666.004
30668.XYZ	30668.002
30670.XYZ	30670.002
30694.XYZ	30694.002
30706.XYZ	30706.002
30706.XYZ	30706.004
30707.XYZ	30707.002
30707.XYZ	30707.004
30710.XYZ	30710.002
30710.XYZ	30710.004
30714.XYZ	30714.002
30718.XYZ	30718.002
30718.XYZ	30718.004
30727.XYZ	30727.002
30729.XYZ	30729.002
30730.XYZ	30730.002
30735.XYZ	30735.002
30735.XYZ	30735.004
30738.XYZ	30738.002
30738.XYZ	30738.004
Lbody:30738.XYZ	Lbody:30738.002
30741.XYZ	30741.002
30743.XYZ	30743.002
30747.XYZ	30747.002
30760.XYZ	30760.002
30760.XYZ	30760.004
30762.XYZ	30762.002
30776.XYZ	30776.002
30790.XYZ	30790.002
30796.XYZ	30796.002
30818.XYZ	30818.002
30818.XYZ	30818.004
Lbody:30818.XYZ	Lbody:30818.002
30821.XYZ	30821.002
30826.XYZ	30826.002
30840.XYZ	30840.002
30842.XYZ	30842.002
30852.XYZ	30852.002
30857.XYZ	30857.002
30870.XYZ	30870.002
30871.XYZ	30871.002
30874.XYZ	30874.002
30897.XYZ	30897.002
30904.XYZ	30904.002
30906.XYZ	30906.002
30906.XYZ	30906.004
30912.XYZ	30912.002
30933.XYZ	30933.002
30933.XYZ	30933.004
30933.XYZ	30933.006
30936.XYZ	30936.002
30938.XYZ	30938.002
30942.XYZ	30942.002
30946.XYZ	30946.002
30947.XYZ	30947.002
30949.XYZ	30949.002
30953.XYZ	30953.002
30955.XYZ	30955.002
30955.XYZ	30955.004
30956.XYZ	30956.002
30956.XYZ	30956.004
30957.XYZ	30957.002
30957.XYZ	30957.004
30960.XYZ	30960.002
30961.XYZ	30961.002
30963.XYZ	30963.002
30963.XYZ	30963.004
30966.XYZ	30966.002
30967.XYZ	30967.002
30968.XYZ	30968.002
30981.XYZ	30981.002
30986.XYZ	30986.002
30989.XYZ	30989.002
31008.XYZ	31008.002
31008.XYZ	31008.004
31017.XYZ	31017.002
31019.XYZ	31019.002
31034.XYZ	31034.002
31034.XYZ	31034.004
31036.XYZ	31036.002
31054.XYZ	31054.002
31056.XYZ	31056.002
31056.XYZ	31056.004
Lbody:31056.XYZ	Lbody:31056.002
31056.XYZ	31056.006
31057.XYZ	31057.002
31062.XYZ	31062.002
31065.XYZ	31065.002
31065.XYZ	31065.004
31066.XYZ	31066.002
31068.XYZ	31068.002
31068.XYZ	31068.004
31071.XYZ	31071.002
31071.XYZ	31071.004
31077.XYZ	31077.002
31077.XYZ	31077.004
31078.XYZ	31078.002
31081.XYZ	31081.002
31081.XYZ	31081.004
31087.XYZ	31087.002
31088.XYZ	31088.004
31091.XYZ	31091.002
31092.XYZ	31092.002
31092.XYZ	31092.004
31092.XYZ	31092.006
31098.XYZ	31098.002
31100.XYZ	31100.002
31133.XYZ	31133.002
31134.XYZ	31134.002
31139.XYZ	31139.002
31145.XYZ	31145.002
31145.XYZ	31145.004
31145.XYZ	31145.006
31149.XYZ	31149.002
31155.XYZ	31155.002
31166.XYZ	31166.002
31181.XYZ	31181.002
31192.XYZ	31192.002
31244.XYZ	31244.002
31249.XYZ	31249.002
31249.XYZ	31249.004
31269.XYZ	31269.002
31273.XYZ	31273.004
31288.XYZ	31288.002
31292.XYZ	31292.002
31302.XYZ	31302.002
31302.XYZ	31302.004
31337.XYZ	31337.002
31346.XYZ	31346.002
31362.XYZ	31362.002
31362.XYZ	31362.004
31367.XYZ	31367.002
31399.XYZ	31399.002
31410.XYZ	31410.002
31410.XYZ	31410.004
31437.XYZ	31437.002
31446.XYZ	31446.002
31467.XYZ	31467.002
31484.XYZ	31484.002
31499.XYZ	31499.002
31502.XYZ	31502.002
31504.XYZ	31504.002
31517.XYZ	31517.002
31522.XYZ	31522.002
31523.XYZ	31523.002
31524.XYZ	31524.002
31535.XYZ	31535.002
31537.XYZ	31537.004
31541.XYZ	31541.004
31546.XYZ	31546.002
31574.XYZ	31574.002
31582.XYZ	31582.002
31582.XYZ	31582.004
31588.XYZ	31588.004
31588.XYZ	31588.006
31593.XYZ	31593.004
31601.XYZ	31601.002
31601.XYZ	31601.004
31607.XYZ	31607.002
31611.XYZ	31611.002
31629.XYZ	31629.002
31650.XYZ	31650.004
31651.XYZ	31651.004
31651.XYZ	31651.006
31651.XYZ	31651.008
Lbody:31651.XYZ	Lbody:31651.006
31651.XYZ	31651.010
31655.XYZ	31655.002
31657.XYZ	31657.002
31662.XYZ	31662.002
31662.XYZ	31662.004
31664.XYZ	31664.002
31667.XYZ	31667.002
31675.XYZ	31675.004
31676.XYZ	31676.002
31676.XYZ	31676.004
31682.XYZ	31682.002
31684.XYZ	31684.002
31687.XYZ	31687.002
31691.XYZ	31691.002
31692.XYZ	31692.002
31695.XYZ	31695.002
31700.XYZ	31700.002
31700.XYZ	31700.004
31714.XYZ	31714.002
31720.XYZ	31720.002
31732.XYZ	31732.002
31740.XYZ	31740.002
31744.XYZ	31744.002
31748.XYZ	31748.002
31750.XYZ	31750.002
31754.XYZ	31754.002
31757.XYZ	31757.002
31765.XYZ	31765.002
31765.XYZ	31765.004
31770.XYZ	31770.002
31771.XYZ	31771.002
31773.XYZ	31773.002
31775.XYZ	31775.004
31778.XYZ	31778.002
31788.XYZ	31788.004
31791.XYZ	31791.002
31791.XYZ	31791.004
31799.XYZ	31799.002
31801.XYZ	31801.004
31802.XYZ	31802.002
31802.XYZ	31802.004
31804.XYZ	31804.002
31809.XYZ	31809.002
31809.XYZ	31809.004
31817.XYZ	31817.002
31820.XYZ	31820.004
31826.XYZ	31826.002
31831.XYZ	31831.002
31850.XYZ	31850.002
31853.XYZ	31853.002
31853.XYZ	31853.004
31859.XYZ	31859.002
31859.XYZ	31859.004
31871.XYZ	31871.002
31871.XYZ	31871.004
31873.XYZ	31873.002
31874.XYZ	31874.002
31874.XYZ	31874.004
Lbody:31874.XYZ	Lbody:31874.002
31880.XYZ	31880.002
31880.XYZ	31880.004
31880.XYZ	31880.006
31886.XYZ	31886.002
31892.XYZ	31892.004
31892.XYZ	31892.006
31895.XYZ	31895.002
31895.XYZ	31895.004
31896.XYZ	31896.002
31898.XYZ	31898.002
31898.XYZ	31898.004
31910.XYZ	31910.002
31910.XYZ	31910.004
31918.XYZ	31918.002
31924.XYZ	31924.002
31924.XYZ	31924.004
31924.XYZ	31924.006
31924.XYZ	31924.008
31925.XYZ	31925.002
31928.XYZ	31928.002
31929.XYZ	31929.002
31933.XYZ	31933.002
31933.XYZ	31933.004
Lbody:31933.XYZ	Lbody:31933.002
31933.XYZ	31933.006
31934.XYZ	31934.002
31940.XYZ	31940.002
31944.XYZ	31944.002
31944.XYZ	31944.004
Lbody:31944.XYZ	Lbody:31944.002
31944.XYZ	31944.006
31944.XYZ	31944.008
31949.XYZ	31949.002
31949.XYZ	31949.004
31962.XYZ	31962.002
31969.XYZ	31969.002
31969.XYZ	31969.004
31974.XYZ	31974.002
31975.XYZ	31975.004
31978.XYZ	31978.002
31978.XYZ	31978.004
Lbody:31978.XYZ	Lbody:31978.002
31978.XYZ	31978.006
31988.XYZ	31988.002
31988.XYZ	31988.004
31988.XYZ	31988.006
31988.XYZ	31988.008
Lbody:31988.XYZ	Lbody:31988.006
31992.XYZ	31992.002
31992.XYZ	31992.004
31992.XYZ	31992.006
32001.XYZ	32001.002
32022.XYZ	32022.002
32025.XYZ	32025.002
32032.XYZ	32032.004
32042.XYZ	32042.002
32043.XYZ	32043.004
32051.XYZ	32051.002
32057.XYZ	32057.002
32059.XYZ	32059.002
32065.XYZ	32065.002
32074.XYZ	32074.002
32077.XYZ	32077.002
32083.XYZ	32083.002
32087.XYZ	32087.002
32092.XYZ	32092.002
32096.XYZ	32096.002
32101.XYZ	32101.002
32105.XYZ	32105.002
32107.XYZ	32107.002
32107.XYZ	32107.004
32107.XYZ	32107.006
32116.XYZ	32116.002
32116.XYZ	32116.004
Lbody:32116.XYZ	Lbody:32116.002
32125.XYZ	32125.002
32125.XYZ	32125.004
32134.XYZ	32134.002
32136.XYZ	32136.002
32136.XYZ	32136.004
32136.XYZ	32136.006
32139.XYZ	32139.002
32143.XYZ	32143.002
32143.XYZ	32143.004
32144.XYZ	32144.002
32145.XYZ	32145.002
32145.XYZ	32145.004
32155.XYZ	32155.002
32155.XYZ	32155.004
32162.XYZ	32162.002
32166.XYZ	32166.002
32168.XYZ	32168.002
32171.XYZ	32171.002
32173.XYZ	32173.002
32181.XYZ	32181.002
32182.XYZ	32182.002
32186.XYZ	32186.002
32186.XYZ	32186.004
32188.XYZ	32188.002
32188.XYZ	32188.004
32189.XYZ	32189.002
32194.XYZ	32194.002
32199.XYZ	32199.002
32222.XYZ	32222.002
32222.XYZ	32222.004
32234.XYZ	32234.002
32238.XYZ	32238.002
32238.XYZ	32238.004
32240.XYZ	32240.002
32244.XYZ	32244.002
32244.XYZ	32244.004
32254.XYZ	32254.004
32254.XYZ	32254.006
Lbody:32254.XYZ	Lbody:32254.004
32257.XYZ	32257.002
32264.XYZ	32264.002
32264.XYZ	32264.004
32267.XYZ	32267.002
32268.XYZ	32268.004
32270.XYZ	32270.002
32273.XYZ	32273.004
32286.XYZ	32286.002
32290.XYZ	32290.002
32294.XYZ	32294.004
32303.XYZ	32303.002
32303.XYZ	32303.004
32306.XYZ	32306.002
32308.XYZ	32308.002
32308.XYZ	32308.004
32318.XYZ	32318.002
32319.XYZ	32319.002
32321.XYZ	32321.002
32322.XYZ	32322.002
32326.XYZ	32326.002
32340.XYZ	32340.002
32350.XYZ	32350.002
32354.XYZ	32354.002
32354.XYZ	32354.004
Lbody:32354.XYZ	Lbody:32354.002
32354.XYZ	32354.006
32354.XYZ	32354.008
32354.XYZ	32354.010
32356.XYZ	32356.002
32356.XYZ	32356.004
32372.XYZ	32372.002
32372.XYZ	32372.004
32379.XYZ	32379.002
32380.XYZ	32380.002
32381.XYZ	32381.002
32381.XYZ	32381.004
32381.XYZ	32381.006
32382.XYZ	32382.002
32383.XYZ	32383.002
32383.XYZ	32383.004
32384.XYZ	32384.002
32389.XYZ	32389.002
32404.XYZ	32404.002
32406.XYZ	32406.002
32406.XYZ	32406.004
32407.XYZ	32407.002
32411.XYZ	32411.002
32411.XYZ	32411.004
32412.XYZ	32412.002
32412.XYZ	32412.004
32416.XYZ	32416.002
32418.XYZ	32418.002
32418.XYZ	32418.004
32418.XYZ	32418.006
32427.XYZ	32427.002
32427.XYZ	32427.004
32445.XYZ	32445.002
32445.XYZ	32445.004
32450.XYZ	32450.004
32450.XYZ	32450.006
Lbody:32450.XYZ	Lbody:32450.004
32453.XYZ	32453.004
32456.XYZ	32456.002
32460.XYZ	32460.002
32471.XYZ	32471.002
32472.XYZ	32472.002
32476.XYZ	32476.002
32490.XYZ	32490.002
32491.XYZ	32491.002
32491.XYZ	32491.004
32492.XYZ	32492.002
32493.XYZ	32493.002
32493.XYZ	32493.004
32504.XYZ	32504.002
32504.XYZ	32504.004
32505.XYZ	32505.002
32523.XYZ	32523.002
32529.XYZ	32529.004
32530.XYZ	32530.002
32530.XYZ	32530.004
32533.XYZ	32533.002
32533.XYZ	32533.004
32533.XYZ	32533.006
Lbody:32533.XYZ	Lbody:32533.004
32533.XYZ	32533.008
32539.XYZ	32539.004
32539.XYZ	32539.006
Lbody:32539.XYZ	Lbody:32539.004
32539.XYZ	32539.008
32547.XYZ	32547.002
32549.XYZ	32549.002
32550.XYZ	32550.002
32550.XYZ	32550.004
32553.XYZ	32553.002
32559.XYZ	32559.002
32559.XYZ	32559.004
32560.XYZ	32560.002
32562.XYZ	32562.002
32577.XYZ	32577.002
32594.XYZ	32594.002
32594.XYZ	32594.004
32599.XYZ	32599.002
32605.XYZ	32605.002
32606.XYZ	32606.002
32610.XYZ	32610.002
32664.XYZ	32664.002
32669.XYZ	32669.002
32671.XYZ	32671.002
32675.XYZ	32675.006
32682.XYZ	32682.002
32687.XYZ	32687.002
32693.XYZ	32693.002
32693.XYZ	32693.004
32694.XYZ	32694.002
32702.XYZ	32702.002
32704.XYZ	32704.002
32704.XYZ	32704.004
Lbody:32704.XYZ	Lbody:32704.002
32709.XYZ	32709.002
32709.XYZ	32709.004
32712.XYZ	32712.002
32712.XYZ	32712.004
Lbody:32712.XYZ	Lbody:32712.002
32742.XYZ	32742.002
32742.XYZ	32742.004
32750.XYZ	32750.002
32755.XYZ	32755.002
32755.XYZ	32755.004
32756.XYZ	32756.002
32760.XYZ	32760.002
32764.XYZ	32764.002
32766.XYZ	32766.002
32832.XYZ	32832.002
32855.XYZ	32855.002
32877.XYZ	32877.002
32880.XYZ	32880.002
32885.XYZ	32885.002
32889.XYZ	32889.002
32915.XYZ	32915.002
32928.XYZ	32928.002
32935.XYZ	32935.002
32935.XYZ	32935.004
32966.XYZ	32966.002
32983.XYZ	32983.002
32983.XYZ	32983.004
32992.XYZ	32992.002
33002.XYZ	33002.002
33006.XYZ	33006.002
33008.XYZ	33008.002
33050.XYZ	33050.002
33051.XYZ	33051.002
33058.XYZ	33058.002
33059.XYZ	33059.002
33061.XYZ	33061.002
33063.XYZ	33063.002
33064.XYZ	33064.002
33067.XYZ	33067.002
33072.XYZ	33072.002
33073.XYZ	33073.002
33087.XYZ	33087.002
33089.XYZ	33089.002
33091.XYZ	33091.002
33092.XYZ	33092.002
33095.XYZ	33095.002
33095.XYZ	33095.004
33099.XYZ	33099.002
33108.XYZ	33108.002
33108.XYZ	33108.004
33115.XYZ	33115.002
33119.XYZ	33119.002
33120.XYZ	33120.002
33121.XYZ	33121.002
33125.XYZ	33125.002
33131.XYZ	33131.002
33131.XYZ	33131.004
33131.XYZ	33131.006
33146.XYZ	33146.002
33148.XYZ	33148.002
33148.XYZ	33148.004
Lbody:33148.XYZ	Lbody:33148.002
33149.XYZ	33149.002
33150.XYZ	33150.002
33174.XYZ	33174.002
33174.XYZ	33174.004
33182.XYZ	33182.002
33186.XYZ	33186.002
33187.XYZ	33187.002
33197.XYZ	33197.002
33204.XYZ	33204.002
33215.XYZ	33215.002
33224.XYZ	33224.002
33226.XYZ	33226.002
33230.XYZ	33230.002
33231.XYZ	33231.002
33243.XYZ	33243.002
33247.XYZ	33247.002
33254.XYZ	33254.002
33254.XYZ	33254.004
33267.XYZ	33267.002
33269.XYZ	33269.002
33304.XYZ	33304.002
33315.XYZ	33315.002
33317.XYZ	33317.002
33353.XYZ	33353.002
33377.XYZ	33377.002
33378.XYZ	33378.002
33378.XYZ	33378.004
33378.XYZ	33378.006
33379.XYZ	33379.002
33381.XYZ	33381.002
33387.XYZ	33387.002
33391.XYZ	33391.002
33392.XYZ	33392.002
33400.XYZ	33400.002
33405.XYZ	33405.002
33427.XYZ	33427.002
33435.XYZ	33435.002
33435.XYZ	33435.004
33436.XYZ	33436.002
33439.XYZ	33439.002
33450.XYZ	33450.004
33450.XYZ	33450.006
Lbody:33450.XYZ	Lbody:33450.004
33456.XYZ	33456.002
33463.XYZ	33463.002
33465.XYZ	33465.002
33465.XYZ	33465.004
33494.XYZ	33494.002
33498.XYZ	33498.002
33507.XYZ	33507.002
33507.XYZ	33507.004
33511.XYZ	33511.002
33515.XYZ	33515.002
33518.XYZ	33518.002
33518.XYZ	33518.004
33518.XYZ	33518.006
33547.XYZ	33547.002
33559.XYZ	33559.002
33559.XYZ	33559.004
33560.XYZ	33560.002
33574.XYZ	33574.002
33608.XYZ	33608.002
33617.XYZ	33617.002
33619.XYZ	33619.002
33642.XYZ	33642.002
33642.XYZ	33642.004
33645.XYZ	33645.002
33669.XYZ	33669.002
33684.XYZ	33684.002
33688.XYZ	33688.002
33688.XYZ	33688.004
33688.XYZ	33688.006
33690.XYZ	33690.002
33695.XYZ	33695.002
33697.XYZ	33697.002
33700.XYZ	33700.002
33704.XYZ	33704.002
33714.XYZ	33714.002
33715.XYZ	33715.002
33719.XYZ	33719.002
33735.XYZ	33735.002
33735.XYZ	33735.004
33743.XYZ	33743.002
33743.XYZ	33743.004
33745.XYZ	33745.002
33788.XYZ	33788.002
33788.XYZ	33788.004
33817.XYZ	33817.002
33817.XYZ	33817.004
33830.XYZ	33830.002
33834.XYZ	33834.002
33873.XYZ	33873.002
33898.XYZ	33898.002
33924.XYZ	33924.002
33924.XYZ	33924.004
33954.XYZ	33954.002
33962.XYZ	33962.002
33966.XYZ	33966.002
33971.XYZ	33971.002
33976.XYZ	33976.002
33994.XYZ	33994.002
34014.XYZ	34014.004
34014.XYZ	34014.006
Lbody:34014.XYZ	Lbody:34014.004
34014.XYZ	34014.008
Lbody:34014.XYZ	Lbody:34014.004
34024.XYZ	34024.002
34037.XYZ	34037.002
34054.XYZ	34054.002
34054.XYZ	34054.004
34115.XYZ	34115.002
34128.XYZ	34128.002
34128.XYZ	34128.004
34135.XYZ	34135.002
34141.XYZ	34141.002
34236.XYZ	34236.002
34237.XYZ	34237.002
34238.XYZ	34238.002
34238.XYZ	34238.004
34239.XYZ	34239.002
34240.XYZ	34240.002
34241.XYZ	34241.004
34243.XYZ	34243.002
34245.XYZ	34245.002
34247.XYZ	34247.002
34256.XYZ	34256.002
34263.XYZ	34263.002
34265.XYZ	34265.002
34281.XYZ	34281.002
34282.XYZ	34282.002
34297.XYZ	34297.002
34300.XYZ	34300.002
34302.XYZ	34302.002
34310.XYZ	34310.002
