BaseL	AssignedL
15677.XYZ	15677.002
15679.XYZ	15679.002
15681.XYZ	15681.002
15685.XYZ	15685.002
15699.XYZ	15699.002
15700.XYZ	15700.002
15701.XYZ	15701.002
15705.XYZ	15705.002
15720.XYZ	15720.002
15729.XYZ	15729.002
15730.XYZ	15730.002
15731.XYZ	15731.002
15747.XYZ	15747.002
15747.XYZ	15747.004
15754.XYZ	15754.002
15770.XYZ	15770.002
15774.XYZ	15774.002
15781.XYZ	15781.002
15785.XYZ	15785.002
15785.XYZ	15785.004
15799.XYZ	15799.002
15799.XYZ	15799.004
15799.XYZ	15799.006
15799.XYZ	15799.008
15801.XYZ	15801.002
15812.XYZ	15812.002
15812.XYZ	15812.004
15814.XYZ	15814.004
15814.XYZ	15814.006
15815.XYZ	15815.002
15818.XYZ	15818.002
15818.XYZ	15818.004
15818.XYZ	15818.006
Lbody:15818.XYZ	Lbody:15818.004
15823.XYZ	15823.002
15823.XYZ	15823.004
15826.XYZ	15826.002
15828.XYZ	15828.002
15828.XYZ	15828.004
15830.XYZ	15830.002
15833.XYZ	15833.002
15833.XYZ	15833.004
15855.XYZ	15855.002
15855.XYZ	15855.004
15855.XYZ	15855.006
15864.XYZ	15864.002
15871.XYZ	15871.002
15874.XYZ	15874.002
15874.XYZ	15874.004
Lbody:15874.XYZ	Lbody:15874.002
15893.XYZ	15893.004
15911.XYZ	15911.002
15911.XYZ	15911.004
15913.XYZ	15913.002
15914.XYZ	15914.002
15917.XYZ	15917.004
15920.XYZ	15920.004
15925.XYZ	15925.004
15957.XYZ	15957.002
15962.XYZ	15962.002
15967.XYZ	15967.002
15974.XYZ	15974.002
15992.XYZ	15992.002
15996.XYZ	15996.002
16023.XYZ	16023.002
16023.XYZ	16023.004
Lbody:16023.XYZ	Lbody:16023.002
16023.XYZ	16023.006
16030.XYZ	16030.002
16037.XYZ	16037.002
16039.XYZ	16039.002
16047.XYZ	16047.002
16047.XYZ	16047.004
Lbody:16047.XYZ	Lbody:16047.002
16047.XYZ	16047.006
Lbody:16047.XYZ	Lbody:16047.002
16047.XYZ	16047.008
Lbody:16047.XYZ	Lbody:16047.002
16047.XYZ	16047.010
16055.XYZ	16055.002
16056.XYZ	16056.002
16057.XYZ	16057.002
16057.XYZ	16057.004
16057.XYZ	16057.006
16060.XYZ	16060.002
16062.XYZ	16062.002
16069.XYZ	16069.002
16069.XYZ	16069.004
Lbody:16069.XYZ	Lbody:16069.002
16081.XYZ	16081.002
16089.XYZ	16089.002
16089.XYZ	16089.004
16089.XYZ	16089.006
Lbody:16089.XYZ	Lbody:16089.004
16101.XYZ	16101.002
16101.XYZ	16101.004
16105.XYZ	16105.002
16105.XYZ	16105.004
Lbody:16105.XYZ	Lbody:16105.002
16106.XYZ	16106.002
16106.XYZ	16106.004
16106.XYZ	16106.006
16106.XYZ	16106.008
16124.XYZ	16124.002
16138.XYZ	16138.002
16148.XYZ	16148.002
16150.XYZ	16150.002
16152.XYZ	16152.002
16155.XYZ	16155.002
16155.XYZ	16155.004
16159.XYZ	16159.002
16165.XYZ	16165.002
16166.XYZ	16166.002
16167.XYZ	16167.002
16168.XYZ	16168.002
16169.XYZ	16169.002
16169.XYZ	16169.004
16169.XYZ	16169.006
16169.XYZ	16169.008
16170.XYZ	16170.002
16176.XYZ	16176.002
16177.XYZ	16177.002
16182.XYZ	16182.002
16182.XYZ	16182.004
16182.XYZ	16182.006
16184.XYZ	16184.002
16190.XYZ	16190.002
16190.XYZ	16190.004
16192.XYZ	16192.002
16204.XYZ	16204.002
16205.XYZ	16205.002
16206.XYZ	16206.002
16207.XYZ	16207.002
16207.XYZ	16207.004
16211.XYZ	16211.002
16211.XYZ	16211.004
Lbody:16211.XYZ	Lbody:16211.002
16222.XYZ	16222.002
16225.XYZ	16225.002
16225.XYZ	16225.004
16225.XYZ	16225.006
16233.XYZ	16233.002
16237.XYZ	16237.002
16238.XYZ	16238.002
16240.XYZ	16240.002
16248.XYZ	16248.004
16249.XYZ	16249.002
16265.XYZ	16265.004
16265.XYZ	16265.006
16266.XYZ	16266.002
16270.XYZ	16270.002
16271.XYZ	16271.002
16274.XYZ	16274.002
16274.XYZ	16274.004
16276.XYZ	16276.002
16276.XYZ	16276.004
16278.XYZ	16278.004
16282.XYZ	16282.002
16282.XYZ	16282.004
16290.XYZ	16290.002
16291.XYZ	16291.002
16291.XYZ	16291.004
16300.XYZ	16300.002
16324.XYZ	16324.002
16325.XYZ	16325.002
16340.XYZ	16340.002
16344.XYZ	16344.002
16346.XYZ	16346.002
16349.XYZ	16349.002
16357.XYZ	16357.002
16358.XYZ	16358.002
16358.XYZ	16358.004
16358.XYZ	16358.006
16366.XYZ	16366.002
16366.XYZ	16366.004
16366.XYZ	16366.006
16369.XYZ	16369.002
16377.XYZ	16377.002
16377.XYZ	16377.004
16377.XYZ	16377.006
Lbody:16377.XYZ	Lbody:16377.004
16377.XYZ	16377.008
16385.XYZ	16385.002
16398.XYZ	16398.002
16400.XYZ	16400.002
16402.XYZ	16402.002
16404.XYZ	16404.002
16421.XYZ	16421.002
16425.XYZ	16425.002
16426.XYZ	16426.002
16428.XYZ	16428.002
16433.XYZ	16433.002
16447.XYZ	16447.008
16450.XYZ	16450.004
16457.XYZ	16457.002
16457.XYZ	16457.004
Lbody:16457.XYZ	Lbody:16457.002
16484.XYZ	16484.002
16487.XYZ	16487.002
16487.XYZ	16487.004
Lbody:16487.XYZ	Lbody:16487.002
16487.XYZ	16487.006
16487.XYZ	16487.008
16492.XYZ	16492.002
16497.XYZ	16497.002
16497.XYZ	16497.004
16497.XYZ	16497.006
16501.XYZ	16501.002
16501.XYZ	16501.004
16504.XYZ	16504.002
16505.XYZ	16505.002
16508.XYZ	16508.002
16509.XYZ	16509.002
16513.XYZ	16513.002
16516.XYZ	16516.002
16516.XYZ	16516.004
16516.XYZ	16516.006
16516.XYZ	16516.008
16523.XYZ	16523.002
16523.XYZ	16523.004
16528.XYZ	16528.002
16528.XYZ	16528.004
16534.XYZ	16534.004
16542.XYZ	16542.002
16544.XYZ	16544.002
16545.XYZ	16545.002
16551.XYZ	16551.002
16551.XYZ	16551.004
16560.XYZ	16560.002
16560.XYZ	16560.004
Lbody:16560.XYZ	Lbody:16560.002
16563.XYZ	16563.010
16570.XYZ	16570.002
16570.XYZ	16570.004
Lbody:16570.XYZ	Lbody:16570.002
16572.XYZ	16572.002
16573.XYZ	16573.002
16578.XYZ	16578.002
16579.XYZ	16579.002
16580.XYZ	16580.002
16585.XYZ	16585.002
16587.XYZ	16587.002
16593.XYZ	16593.002
16595.XYZ	16595.002
16601.XYZ	16601.002
16604.XYZ	16604.002
16608.XYZ	16608.002
16614.XYZ	16614.002
16614.XYZ	16614.004
Lbody:16614.XYZ	Lbody:16614.002
16614.XYZ	16614.006
16616.XYZ	16616.002
16620.XYZ	16620.002
16623.XYZ	16623.002
16623.XYZ	16623.004
16627.XYZ	16627.002
16636.XYZ	16636.002
16640.XYZ	16640.002
16648.XYZ	16648.002
16650.XYZ	16650.002
16651.XYZ	16651.002
16653.XYZ	16653.002
16654.XYZ	16654.002
16660.XYZ	16660.004
16660.XYZ	16660.006
16660.XYZ	16660.008
16687.XYZ	16687.002
16687.XYZ	16687.004
16694.XYZ	16694.002
16698.XYZ	16698.002
16702.XYZ	16702.002
16702.XYZ	16702.004
16704.XYZ	16704.002
16704.XYZ	16704.004
16714.XYZ	16714.002
16719.XYZ	16719.002
16723.XYZ	16723.002
16724.XYZ	16724.002
16725.XYZ	16725.002
16725.XYZ	16725.004
16725.XYZ	16725.006
Lbody:16725.XYZ	Lbody:16725.004
16726.XYZ	16726.008
16726.XYZ	16726.010
Lbody:16726.XYZ	Lbody:16726.008
16730.XYZ	16730.004
16731.XYZ	16731.002
16734.XYZ	16734.002
16735.XYZ	16735.002
16735.XYZ	16735.004
16735.XYZ	16735.006
Lbody:16735.XYZ	Lbody:16735.004
16735.XYZ	16735.008
16736.XYZ	16736.002
16736.XYZ	16736.004
16741.XYZ	16741.002
16756.XYZ	16756.002
16760.XYZ	16760.002
16760.XYZ	16760.004
16763.XYZ	16763.002
16764.XYZ	16764.002
16767.XYZ	16767.002
16772.XYZ	16772.002
16772.XYZ	16772.004
16780.XYZ	16780.002
16783.XYZ	16783.002
16785.XYZ	16785.002
16786.XYZ	16786.002
16793.XYZ	16793.004
16793.XYZ	16793.006
16800.XYZ	16800.002
16809.XYZ	16809.002
16821.XYZ	16821.002
16830.XYZ	16830.008
16834.XYZ	16834.002
16838.XYZ	16838.002
16838.XYZ	16838.004
16843.XYZ	16843.002
16844.XYZ	16844.002
16854.XYZ	16854.002
16854.XYZ	16854.004
16855.XYZ	16855.002
16866.XYZ	16866.002
16867.XYZ	16867.002
16874.XYZ	16874.002
16887.XYZ	16887.004
16889.XYZ	16889.002
16890.XYZ	16890.002
16895.XYZ	16895.002
16903.XYZ	16903.002
16903.XYZ	16903.004
16920.XYZ	16920.002
16920.XYZ	16920.004
16921.XYZ	16921.002
16926.XYZ	16926.002
16930.XYZ	16930.002
16930.XYZ	16930.004
16930.XYZ	16930.006
16940.XYZ	16940.002
16949.XYZ	16949.002
16949.XYZ	16949.004
16949.XYZ	16949.006
16952.XYZ	16952.002
16954.XYZ	16954.002
16960.XYZ	16960.002
16962.XYZ	16962.004
16962.XYZ	16962.006
16963.XYZ	16963.002
16970.XYZ	16970.002
16970.XYZ	16970.004
16970.XYZ	16970.006
16973.XYZ	16973.002
16973.XYZ	16973.004
16973.XYZ	16973.006
Lbody:16973.XYZ	Lbody:16973.004
16973.XYZ	16973.008
16975.XYZ	16975.002
16988.XYZ	16988.002
16988.XYZ	16988.004
Lbody:16988.XYZ	Lbody:16988.002
16988.XYZ	16988.006
Lbody:16988.XYZ	Lbody:16988.002
17020.XYZ	17020.002
17026.XYZ	17026.002
17028.XYZ	17028.002
17034.XYZ	17034.002
17034.XYZ	17034.004
17034.XYZ	17034.006
17039.XYZ	17039.002
17039.XYZ	17039.004
17045.XYZ	17045.002
17046.XYZ	17046.002
17060.XYZ	17060.002
17060.XYZ	17060.004
17062.XYZ	17062.002
17062.XYZ	17062.004
Lbody:17062.XYZ	Lbody:17062.002
17062.XYZ	17062.006
17062.XYZ	17062.008
17062.XYZ	17062.010
17068.XYZ	17068.002
17068.XYZ	17068.004
17076.XYZ	17076.002
17077.XYZ	17077.002
17078.XYZ	17078.002
17080.XYZ	17080.002
17080.XYZ	17080.004
Lbody:17080.XYZ	Lbody:17080.002
17080.XYZ	17080.006
17107.XYZ	17107.002
17110.XYZ	17110.002
17114.XYZ	17114.002
17126.XYZ	17126.002
17130.XYZ	17130.002
17130.XYZ	17130.004
17130.XYZ	17130.006
17132.XYZ	17132.002
17132.XYZ	17132.004
17135.XYZ	17135.002
17135.XYZ	17135.004
17138.XYZ	17138.002
17143.XYZ	17143.002
17144.XYZ	17144.002
17146.XYZ	17146.002
17146.XYZ	17146.004
17150.XYZ	17150.002
17155.XYZ	17155.002
17159.XYZ	17159.002
17160.XYZ	17160.002
17163.XYZ	17163.002
17164.XYZ	17164.002
17170.XYZ	17170.002
17171.XYZ	17171.002
17172.XYZ	17172.002
17172.XYZ	17172.004
17178.XYZ	17178.002
17178.XYZ	17178.004
17179.XYZ	17179.002
17181.XYZ	17181.002
17188.XYZ	17188.006
17192.XYZ	17192.002
17194.XYZ	17194.002
17199.XYZ	17199.002
17213.XYZ	17213.002
17215.XYZ	17215.002
17217.XYZ	17217.002
17218.XYZ	17218.002
17219.XYZ	17219.002
17226.XYZ	17226.002
17226.XYZ	17226.004
Lbody:17226.XYZ	Lbody:17226.002
17226.XYZ	17226.006
17228.XYZ	17228.002
17228.XYZ	17228.004
17229.XYZ	17229.002
17230.XYZ	17230.002
17230.XYZ	17230.004
17255.XYZ	17255.004
17261.XYZ	17261.002
17263.XYZ	17263.002
17285.XYZ	17285.002
17305.XYZ	17305.002
17305.XYZ	17305.004
17312.XYZ	17312.002
17312.XYZ	17312.004
17319.XYZ	17319.002
17323.XYZ	17323.002
17323.XYZ	17323.004
17323.XYZ	17323.006
17331.XYZ	17331.002
17333.XYZ	17333.002
17340.XYZ	17340.002
17340.XYZ	17340.004
17341.XYZ	17341.002
17341.XYZ	17341.004
17341.XYZ	17341.006
17342.XYZ	17342.002
17342.XYZ	17342.004
17347.XYZ	17347.002
17347.XYZ	17347.004
17348.XYZ	17348.002
17350.XYZ	17350.002
17351.XYZ	17351.002
17353.XYZ	17353.002
17354.XYZ	17354.002
17354.XYZ	17354.004
17354.XYZ	17354.006
17363.XYZ	17363.002
17367.XYZ	17367.002
17391.XYZ	17391.002
17401.XYZ	17401.002
17401.XYZ	17401.004
17404.XYZ	17404.002
17405.XYZ	17405.002
17405.XYZ	17405.004
17410.XYZ	17410.002
17410.XYZ	17410.004
17412.XYZ	17412.002
17412.XYZ	17412.004
17417.XYZ	17417.002
17423.XYZ	17423.002
17425.XYZ	17425.002
17428.XYZ	17428.002
17430.XYZ	17430.002
17430.XYZ	17430.004
17432.XYZ	17432.002
17432.XYZ	17432.004
17445.XYZ	17445.002
17445.XYZ	17445.004
17455.XYZ	17455.002
17463.XYZ	17463.002
17463.XYZ	17463.004
17473.XYZ	17473.002
17474.XYZ	17474.002
17476.XYZ	17476.002
17479.XYZ	17479.002
17485.XYZ	17485.002
17485.XYZ	17485.004
17485.XYZ	17485.006
Lbody:17485.XYZ	Lbody:17485.004
17486.XYZ	17486.002
17487.XYZ	17487.002
17488.XYZ	17488.002
17498.XYZ	17498.002
17500.XYZ	17500.004
17501.XYZ	17501.002
17501.XYZ	17501.004
Lbody:17501.XYZ	Lbody:17501.002
17502.XYZ	17502.002
17502.XYZ	17502.004
17504.XYZ	17504.002
17509.XYZ	17509.002
17512.XYZ	17512.002
17517.XYZ	17517.002
17517.XYZ	17517.004
17518.XYZ	17518.002
17526.XYZ	17526.002
17526.XYZ	17526.004
17528.XYZ	17528.002
17536.XYZ	17536.002
17547.XYZ	17547.002
17552.XYZ	17552.002
17552.XYZ	17552.004
17557.XYZ	17557.004
17557.XYZ	17557.006
17561.XYZ	17561.002
17575.XYZ	17575.002
17575.XYZ	17575.004
17575.XYZ	17575.006
17577.XYZ	17577.002
17579.XYZ	17579.002
17580.XYZ	17580.002
17582.XYZ	17582.002
17588.XYZ	17588.002
17588.XYZ	17588.004
17589.XYZ	17589.002
17591.XYZ	17591.002
17621.XYZ	17621.004
17652.XYZ	17652.010
17652.XYZ	17652.012
Lbody:17652.XYZ	Lbody:17652.010
17657.XYZ	17657.002
17665.XYZ	17665.002
17672.XYZ	17672.002
17672.XYZ	17672.004
17674.XYZ	17674.002
17684.XYZ	17684.002
17692.XYZ	17692.002
17692.XYZ	17692.004
17697.XYZ	17697.002
17716.XYZ	17716.002
17723.XYZ	17723.002
17730.XYZ	17730.002
17730.XYZ	17730.004
17735.XYZ	17735.002
17735.XYZ	17735.004
17736.XYZ	17736.002
17740.XYZ	17740.002
17740.XYZ	17740.004
17740.XYZ	17740.006
17746.XYZ	17746.002
17755.XYZ	17755.002
17761.XYZ	17761.002
17767.XYZ	17767.002
17771.XYZ	17771.002
17771.XYZ	17771.004
Lbody:17771.XYZ	Lbody:17771.002
17771.XYZ	17771.006
17777.XYZ	17777.002
17783.XYZ	17783.002
17784.XYZ	17784.002
17788.XYZ	17788.002
17788.XYZ	17788.004
17794.XYZ	17794.002
17800.XYZ	17800.002
17801.XYZ	17801.002
17802.XYZ	17802.002
17802.XYZ	17802.004
17802.XYZ	17802.006
17802.XYZ	17802.008
17817.XYZ	17817.002
17819.XYZ	17819.002
17819.XYZ	17819.004
17822.XYZ	17822.002
17823.XYZ	17823.004
17824.XYZ	17824.002
17835.XYZ	17835.002
17835.XYZ	17835.004
17842.XYZ	17842.002
17842.XYZ	17842.004
17846.XYZ	17846.002
17848.XYZ	17848.002
17856.XYZ	17856.002
17856.XYZ	17856.004
17863.XYZ	17863.002
17870.XYZ	17870.002
17873.XYZ	17873.002
17873.XYZ	17873.004
17873.XYZ	17873.006
Lbody:17873.XYZ	Lbody:17873.004
17873.XYZ	17873.008
17875.XYZ	17875.002
17884.XYZ	17884.002
17884.XYZ	17884.004
17884.XYZ	17884.006
17887.XYZ	17887.002
17889.XYZ	17889.002
17895.XYZ	17895.002
17899.XYZ	17899.002
17899.XYZ	17899.004
17906.XYZ	17906.002
17906.XYZ	17906.004
17907.XYZ	17907.002
17907.XYZ	17907.004
17913.XYZ	17913.002
17913.XYZ	17913.004
17918.XYZ	17918.002
17926.XYZ	17926.002
17930.XYZ	17930.002
17933.XYZ	17933.002
17933.XYZ	17933.004
17934.XYZ	17934.002
17936.XYZ	17936.002
17936.XYZ	17936.004
17936.XYZ	17936.006
17936.XYZ	17936.008
17952.XYZ	17952.004
17976.XYZ	17976.002
17977.XYZ	17977.002
17977.XYZ	17977.004
17977.XYZ	17977.006
17978.XYZ	17978.002
17978.XYZ	17978.004
17978.XYZ	17978.006
17987.XYZ	17987.002
17990.XYZ	17990.002
17993.XYZ	17993.002
17998.XYZ	17998.002
18011.XYZ	18011.002
18018.XYZ	18018.002
18018.XYZ	18018.004
18020.XYZ	18020.002
18020.XYZ	18020.004
18028.XYZ	18028.002
18028.XYZ	18028.004
18028.XYZ	18028.006
18033.XYZ	18033.002
18033.XYZ	18033.004
18037.XYZ	18037.002
18049.XYZ	18049.004
18049.XYZ	18049.006
Lbody:18049.XYZ	Lbody:18049.004
18050.XYZ	18050.002
18050.XYZ	18050.004
18061.XYZ	18061.002
18064.XYZ	18064.002
18075.XYZ	18075.002
18081.XYZ	18081.002
18082.XYZ	18082.002
18084.XYZ	18084.002
18084.XYZ	18084.004
18084.XYZ	18084.006
18087.XYZ	18087.002
18087.XYZ	18087.004
18095.XYZ	18095.002
18102.XYZ	18102.002
18112.XYZ	18112.002
18113.XYZ	18113.002
18113.XYZ	18113.004
18120.XYZ	18120.002
18126.XYZ	18126.002
18136.XYZ	18136.002
18144.XYZ	18144.002
18156.XYZ	18156.002
18165.XYZ	18165.002
18165.XYZ	18165.004
Lbody:18165.XYZ	Lbody:18165.002
18181.XYZ	18181.002
18181.XYZ	18181.004
18181.XYZ	18181.006
18181.XYZ	18181.008
18188.XYZ	18188.002
18190.XYZ	18190.002
18200.XYZ	18200.002
18207.XYZ	18207.002
18214.XYZ	18214.002
18219.XYZ	18219.002
18221.XYZ	18221.002
18225.XYZ	18225.002
18225.XYZ	18225.004
18231.XYZ	18231.004
18231.XYZ	18231.006
18248.XYZ	18248.002
18248.XYZ	18248.004
18249.XYZ	18249.002
18266.XYZ	18266.004
18272.XYZ	18272.002
18272.XYZ	18272.004
Lbody:18272.XYZ	Lbody:18272.002
18275.XYZ	18275.002
18287.XYZ	18287.002
18295.XYZ	18295.002
18296.XYZ	18296.002
18300.XYZ	18300.002
18300.XYZ	18300.004
18300.XYZ	18300.006
18302.XYZ	18302.002
18302.XYZ	18302.004
18304.XYZ	18304.002
18305.XYZ	18305.002
18306.XYZ	18306.002
18312.XYZ	18312.004
18316.XYZ	18316.002
18316.XYZ	18316.004
18316.XYZ	18316.006
18317.XYZ	18317.002
18320.XYZ	18320.002
18322.XYZ	18322.002
18324.XYZ	18324.002
18329.XYZ	18329.002
18329.XYZ	18329.004
18330.XYZ	18330.002
18335.XYZ	18335.002
18340.XYZ	18340.002
18346.XYZ	18346.002
18348.XYZ	18348.002
18348.XYZ	18348.004
Lbody:18348.XYZ	Lbody:18348.002
18355.XYZ	18355.002
18355.XYZ	18355.004
18355.XYZ	18355.006
18356.XYZ	18356.004
18362.XYZ	18362.002
18363.XYZ	18363.002
18364.XYZ	18364.002
18372.XYZ	18372.002
18372.XYZ	18372.004
18386.XYZ	18386.002
18390.XYZ	18390.002
18394.XYZ	18394.002
18394.XYZ	18394.004
18401.XYZ	18401.002
18402.XYZ	18402.002
18406.XYZ	18406.002
18412.XYZ	18412.002
18418.XYZ	18418.002
18418.XYZ	18418.004
18422.XYZ	18422.002
18422.XYZ	18422.004
18427.XYZ	18427.002
18429.XYZ	18429.002
18433.XYZ	18433.002
18433.XYZ	18433.004
18434.XYZ	18434.002
18434.XYZ	18434.004
18435.XYZ	18435.002
18435.XYZ	18435.004
18435.XYZ	18435.006
18437.XYZ	18437.002
18437.XYZ	18437.004
18437.XYZ	18437.006
18438.XYZ	18438.004
18438.XYZ	18438.006
18446.XYZ	18446.002
18448.XYZ	18448.002
18448.XYZ	18448.004
18449.XYZ	18449.002
18454.XYZ	18454.002
18458.XYZ	18458.004
18466.XYZ	18466.002
18475.XYZ	18475.002
18475.XYZ	18475.004
18476.XYZ	18476.002
18486.XYZ	18486.002
18492.XYZ	18492.002
18497.XYZ	18497.004
18501.XYZ	18501.002
18514.XYZ	18514.002
18517.XYZ	18517.002
18517.XYZ	18517.004
18517.XYZ	18517.006
18518.XYZ	18518.002
18520.XYZ	18520.002
18520.XYZ	18520.004
Lbody:18520.XYZ	Lbody:18520.002
18522.XYZ	18522.002
18525.XYZ	18525.002
18527.XYZ	18527.004
18534.XYZ	18534.002
18534.XYZ	18534.004
18538.XYZ	18538.002
18538.XYZ	18538.004
18541.XYZ	18541.002
18548.XYZ	18548.002
18548.XYZ	18548.004
18554.XYZ	18554.002
18568.XYZ	18568.002
18568.XYZ	18568.004
18571.XYZ	18571.004
18585.XYZ	18585.002
18590.XYZ	18590.002
18590.XYZ	18590.004
Lbody:18590.XYZ	Lbody:18590.002
18595.XYZ	18595.002
18598.XYZ	18598.002
18614.XYZ	18614.002
18617.XYZ	18617.002
18617.XYZ	18617.004
Lbody:18617.XYZ	Lbody:18617.002
18619.XYZ	18619.002
18619.XYZ	18619.004
Lbody:18619.XYZ	Lbody:18619.002
18619.XYZ	18619.006
18642.XYZ	18642.002
18643.XYZ	18643.002
18647.XYZ	18647.002
18650.XYZ	18650.002
18653.XYZ	18653.002
18671.XYZ	18671.002
18672.XYZ	18672.002
18673.XYZ	18673.002
18673.XYZ	18673.004
Lbody:18673.XYZ	Lbody:18673.002
18680.XYZ	18680.002
18689.XYZ	18689.002
18693.XYZ	18693.002
18697.XYZ	18697.002
18706.XYZ	18706.002
18709.XYZ	18709.002
18718.XYZ	18718.002
18718.XYZ	18718.004
18742.XYZ	18742.002
18745.XYZ	18745.002
18746.XYZ	18746.002
18749.XYZ	18749.002
18750.XYZ	18750.002
18750.XYZ	18750.004
18750.XYZ	18750.006
18750.XYZ	18750.008
18756.XYZ	18756.002
18761.XYZ	18761.002
18767.XYZ	18767.002
18770.XYZ	18770.002
18770.XYZ	18770.004
18776.XYZ	18776.002
18778.XYZ	18778.002
18778.XYZ	18778.004
Lbody:18778.XYZ	Lbody:18778.002
18778.XYZ	18778.006
18778.XYZ	18778.008
18793.XYZ	18793.002
18810.XYZ	18810.004
18817.XYZ	18817.002
18828.XYZ	18828.002
18830.XYZ	18830.002
18830.XYZ	18830.004
18837.XYZ	18837.002
18841.XYZ	18841.004
18848.XYZ	18848.002
18848.XYZ	18848.004
Lbody:18848.XYZ	Lbody:18848.002
18853.XYZ	18853.002
18853.XYZ	18853.004
18853.XYZ	18853.006
18884.XYZ	18884.002
18894.XYZ	18894.002
18894.XYZ	18894.004
18902.XYZ	18902.002
18908.XYZ	18908.002
18908.XYZ	18908.004
18915.XYZ	18915.002
18931.XYZ	18931.002
18931.XYZ	18931.004
18932.XYZ	18932.002
18934.XYZ	18934.002
18953.XYZ	18953.002
18959.XYZ	18959.002
18986.XYZ	18986.002
18995.XYZ	18995.002
18996.XYZ	18996.004
19019.XYZ	19019.002
19019.XYZ	19019.004
19023.XYZ	19023.002
19026.XYZ	19026.002
19037.XYZ	19037.002
19064.XYZ	19064.002
19068.XYZ	19068.002
19071.XYZ	19071.002
19073.XYZ	19073.002
19109.XYZ	19109.004
19122.XYZ	19122.002
19125.XYZ	19125.002
19139.XYZ	19139.002
19174.XYZ	19174.002
19179.XYZ	19179.002
19190.XYZ	19190.002
19190.XYZ	19190.004
19198.XYZ	19198.002
19201.XYZ	19201.006
19206.XYZ	19206.002
19207.XYZ	19207.002
19208.XYZ	19208.002
19208.XYZ	19208.004
Lbody:19208.XYZ	Lbody:19208.002
19213.XYZ	19213.002
19213.XYZ	19213.004
Lbody:19213.XYZ	Lbody:19213.002
19217.XYZ	19217.002
19220.XYZ	19220.002
19224.XYZ	19224.002
19224.XYZ	19224.004
19233.XYZ	19233.002
19241.XYZ	19241.002
19241.XYZ	19241.004
19244.XYZ	19244.002
19252.XYZ	19252.002
19260.XYZ	19260.002
19260.XYZ	19260.004
19278.XYZ	19278.002
19280.XYZ	19280.002
19280.XYZ	19280.004
Lbody:19280.XYZ	Lbody:19280.002
19283.XYZ	19283.002
19283.XYZ	19283.004
19283.XYZ	19283.006
19296.XYZ	19296.002
19302.XYZ	19302.004
19320.XYZ	19320.002
19325.XYZ	19325.002
19345.XYZ	19345.002
19345.XYZ	19345.004
19346.XYZ	19346.002
19355.XYZ	19355.002
19357.XYZ	19357.002
19368.XYZ	19368.002
19375.XYZ	19375.002
19383.XYZ	19383.002
19399.XYZ	19399.002
19413.XYZ	19413.002
19422.XYZ	19422.002
19425.XYZ	19425.002
19425.XYZ	19425.004
19425.XYZ	19425.006
Lbody:19425.XYZ	Lbody:19425.004
19431.XYZ	19431.002
19431.XYZ	19431.004
19431.XYZ	19431.006
19443.XYZ	19443.002
19443.XYZ	19443.004
19449.XYZ	19449.002
19449.XYZ	19449.004
19449.XYZ	19449.006
19449.XYZ	19449.008
19450.XYZ	19450.002
19458.XYZ	19458.002
19477.XYZ	19477.004
19484.XYZ	19484.002
19484.XYZ	19484.004
19494.XYZ	19494.002
19497.XYZ	19497.002
19515.XYZ	19515.002
19517.XYZ	19517.002
19517.XYZ	19517.004
19517.XYZ	19517.006
19520.XYZ	19520.002
19521.XYZ	19521.004
19529.XYZ	19529.002
19532.XYZ	19532.002
19536.XYZ	19536.002
19539.XYZ	19539.002
19545.XYZ	19545.008
19550.XYZ	19550.002
19553.XYZ	19553.002
19554.XYZ	19554.002
19560.XYZ	19560.002
19561.XYZ	19561.002
19561.XYZ	19561.004
19562.XYZ	19562.002
19567.XYZ	19567.002
19577.XYZ	19577.002
19587.XYZ	19587.002
19602.XYZ	19602.002
19606.XYZ	19606.002
19626.XYZ	19626.002
19626.XYZ	19626.004
19627.XYZ	19627.002
19632.XYZ	19632.002
19659.XYZ	19659.002
19659.XYZ	19659.004
19660.XYZ	19660.002
19660.XYZ	19660.004
19667.XYZ	19667.002
19687.XYZ	19687.002
19693.XYZ	19693.002
19695.XYZ	19695.004
19701.XYZ	19701.002
19704.XYZ	19704.002
19710.XYZ	19710.002
19714.XYZ	19714.002
19714.XYZ	19714.004
Lbody:19714.XYZ	Lbody:19714.002
19717.XYZ	19717.002
19717.XYZ	19717.004
19718.XYZ	19718.002
19718.XYZ	19718.004
19718.XYZ	19718.006
19718.XYZ	19718.008
19723.XYZ	19723.002
19728.XYZ	19728.002
19733.XYZ	19733.002
19733.XYZ	19733.004
Lbody:19733.XYZ	Lbody:19733.002
19733.XYZ	19733.006
19736.XYZ	19736.004
19736.XYZ	19736.006
Lbody:19736.XYZ	Lbody:19736.004
19736.XYZ	19736.008
Lbody:19736.XYZ	Lbody:19736.004
19740.XYZ	19740.002
19740.XYZ	19740.004
19740.XYZ	19740.006
19740.XYZ	19740.008
19748.XYZ	19748.002
19754.XYZ	19754.002
19754.XYZ	19754.004
Lbody:19754.XYZ	Lbody:19754.002
19754.XYZ	19754.006
19759.XYZ	19759.004
19759.XYZ	19759.006
19761.XYZ	19761.002
19762.XYZ	19762.002
19765.XYZ	19765.002
19765.XYZ	19765.004
Lbody:19765.XYZ	Lbody:19765.002
19765.XYZ	19765.006
19765.XYZ	19765.008
