Lnum	basehw	suffix	resolution	in_sanhw1
26865	yajyu	jyuH	yajyuH	True
26874	yata	tam	yatam	True
26879	yatiH	tiH	yatiH	True
26899	yantrakaH	kam	yantrakam	True
26908	yama	maH	yamaH	True
26908	yama	mam	yamam	True
26908	yama	mI	yamI	True
26908	yama	mO	yamO	True
26909	yamaka	kaH	yamakaH	True
26909	yamaka	kam	yamakam	True
26911	yamana	nam	yamanam	True
26911	yamana	naH	yamanaH	True
26913	yamala	laH	yamalaH	True
26913	yamala	lO	yamalO	False
26913	yamala	lam	yamalam	True
26913	yamala	lI	yamalI	True
26913	yamala	lA	yamalA	True
26913	yamala	lI	yamalI	True
26923	yamya	myA	yamyA	True
26934	yavanaH	nAH	yavanAH	True
26934	yavanaH	nam	yavanam	True
26942	yavizWa	zWaH	yavizWaH	True
26944	yavya	vyaH	yavyaH	True
26944	yavya	vyam	yavyam	True
26947	yaSasya	syA	yaSasyA	True
26949	yaSasvin	nI	yaSasvinI	True
26958	yahu	huH	yahuH	True
26959	yahva	hvI	yahvI	True
26961	yAta	tam	yAtam	True
26969	yAcita	tam	yAcitam	True
26983	yAjuza	zaH	yAjuzaH	True
26987	yAjYika	kaH	yAjYikaH	True
26988	yAjYiya	yaH	yAjYiyaH	True
26989	yAjya	jyaH	yAjyaH	True
26989	yAjya	jyam	yAjyam	True
26989	yAjya	jyA	yAjyA	True
26991	yAtanam	nA	yAtanA	True
26998	yAtrika	kaH	yAtrikaH	True
26998	yAtrika	kam	yAtrikam	True
27006	yAdavaH	vI	yAdavI	True
27006	yAdavaH	vam	yAdavam	True
27010	yAdfcCika	kaH	yAdfcCikaH	True
27011	yAnam	naH	yAnaH	True
27015	yApana	nam	yApanam	True
27015	yApana	nA	yApanA	True
27018	yApya	pyaH	yApyaH	True
27028	yAmIraH	rA	yAmIrA	True
27032	yAmuna	nam	yAmunam	True
27035	yAmya	myaH	yAmyaH	True
27035	yAmya	myam	yAmyam	True
27038	yAyAvara	raH	yAyAvaraH	True
27038	yAyAvara	ram	yAyAvaram	True
27040	yAva	vaH	yAvaH	True
27045	yAvana	naH	yAvanaH	True
27045	yAvana	nam	yAvanam	True
27047	yAvanAlaH	lI	yAvanAlI	True
27052	yAzwIka	kaH	yAzwIkaH	True
27059	yukta	ktaH	yuktaH	True
27059	yukta	ktam	yuktam	True
27059	yukta	ktam	yuktam	True
27065	yugaMDaraH	raH	yugaMDaraH	True
27071	yugma	gmam	yugmam	True
27073	yugya	gyaH	yugyaH	True
27073	yugya	gyam	yugyam	True
27079	yujya	jyaH	yujyaH	True
27079	yujya	jyam	yujyam	True
27080	yuYjAna	naH	yuYjAnaH	True
27084	yuta	tam	yutam	True
27085	yutaka	kam	yutakam	True
27088	yudDa	dDam	yudDam	True
27095	yuDma	DmaH	yuDmaH	True
27097	yuyutsu	tsuH	yuyutsuH	True
27106	yuvatiH	tI	yuvatI	True
27109	yuzmadIya	yaH	yuzmadIyaH	True
27117	yUTya	TyA	yUTyA	True
27132	yogin	nI	yoginI	True
27133	yogya	gyaH	yogyaH	True
27133	yogya	gyA	yogyA	True
27133	yogya	gyam	yogyam	True
27136	yojanam	nA	yojanA	True
27146	yoDanam	naH	yoDanaH	True
27156	yOktika	kaH	yOktikaH	True
27161	yOtaka	kam	yOtakam	True
27163	yOTika	kaH	yOTikaH	True
27164	yODa	DaH	yODaH	True
27165	yOna	nam	yOnam	True
27169	yOvana	nam	yOvanam	True
27177	raH	rA	rA	True
27177	raH	rI	rI	True
27177	raH	ram	ram	True
27187	rakta	ktaH	raktaH	True
27187	rakta	ktA	raktA	True
27187	rakta	ktam	raktam	True
27188	raktaka	kaH	raktakaH	True
27188	raktaka	kam	raktakam	True
27195	rakzaka	kaH	rakzakaH	True
27196	rakzaRam	RI	rakzaRI	True
27196	rakzaRam	RaH	rakzaRaH	True
27196	rakzaRam	RA	rakzaRA	True
27209	raGu	GuH	raGuH	True
27210	raNka	kaH	raNkaH	True
27214	raNgaH	gaH	raNgaH	True
27214	raNgaH	gam	raNgam	True
27224	rajakaH	kI	rajakI	True
27225	rajata	tam	rajatam	True
27226	rajanaH	nam	rajanam	True
27233	rajasvala	laH	rajasvalaH	True
27233	rajasvala	lA	rajasvalA	True
27238	raYjaka	kaH	raYjakaH	True
27238	raYjaka	kam	raYjakam	True
27239	raYjana	nam	raYjanam	True
27248	raRaH	RaH	raRaH	True
27252	raRqa	RqaH	raRqaH	True
27252	raRqa	RqA	raRqA	True
27255	rata	tam	ratam	True
27259	ratnavat	tI	ratnavatI	True
27264	raTika	kaH	raTikaH	True
27265	raTin	nI	raTinI	True
27267	raTira	raH	raTiraH	True
27273	radanaH	nam	radanam	True
27283	rantavya	vyam	rantavyam	True
27293	raBasa	saH	raBasaH	True
27296	rama	maH	ramaH	True
27297	ramaka	kaH	ramakaH	True
27299	ramaRa	RaH	ramaRaH	True
27299	ramaRa	Ram	ramaRam	True
27310	ramya	myaH	ramyaH	True
27310	ramya	myA	ramyA	True
27310	ramya	myam	ramyam	True
27315	rayizWaH	zWam	rayizWam	True
27320	ravaRa	RaH	ravaRaH	True
27320	ravaRa	Ram	ravaRam	True
27331	rasanam	naH	rasanaH	True
27335	rasavat	tI	rasavatI	True
27338	rasAlaH	lA	rasAlA	True
27338	rasAlaH	lam	rasAlam	True
27341	rasika	kaH	rasikaH	True
27341	rasika	kA	rasikA	True
27343	rasita	tam	rasitam	True
27346	rasya	syam	rasyam	True
27347	rasnam	snA	rasnA	True
27351	rahasya	syam	rahasyam	True
27351	rahasya	syam	rahasyam	True
27352	rahita	tam	rahitam	True
27357	rAkzasa	saH	rAkzasaH	True
27357	rAkzasa	sI	rAkzasI	True
27366	rAgin	RI	rAgiRI	True
27373	rANkava	vam	rANkavam	True
27376	rAjakaH	kam	rAjakam	True
27378	rAjata	tam	rAjatam	True
27382	rAjanya	nyaH	rAjanyaH	True
27382	rAjanya	nyA	rAjanyA	True
27396	rAjIvaH	vam	rAjIvam	True
27402	rARAyanIyaH	yAH	rARAyanIyAH	False
27407	rAti	tiH	rAtiH	True
27409	rAtraka	kaH	rAtrakaH	True
27409	rAtraka	kam	rAtrakam	True
27410	rAtrika	kA	rAtrikA	True
27420	rADaH	DaH	rADaH	True
27420	rADaH	Dam	rADam	True
27420	rADaH	DI	rADI	True
27421	rADanam	nA	rADanA	True
27421	rADanam	nI	rADanI	True
27427	rAma	maH	rAmaH	True
27427	rAma	mam	rAmam	True
27428	rAmaka	kaH	rAmakaH	True
27430	rAmaRIyaka	kam	rAmaRIyakam	True
27440	rAvaRa	RaH	rAvaRaH	True
27440	rAvaRa	Ram	rAvaRam	True
27446	rAzwram	zwraH	rAzwraH	True
27446	rAzwram	zwram	rAzwram	True
27450	rAzwriya	yaH	rAzwriyaH	True
27464	rikta	ktam	riktam	True
27483	ripra	pram	ripram	True
27500	rizwa	zwam	rizwam	True
27500	rizwa	zwaH	rizwaH	True
27513	rItikam	kA	rItikA	True
27518	ruta	tam	rutam	True
27520	rukma	kmaH	rukmaH	True
27520	rukma	kmam	rukmam	True
27527	rucaka	kaH	rucakaH	True
27527	rucaka	kam	rucakam	True
27530	rucita	tam	rucitam	True
27531	rucira	rA	rucirA	True
27531	rucira	ram	ruciram	True
27532	rucizya	zyam	rucizyam	True
27533	rucya	cyaH	rucyaH	True
27533	rucya	cyam	rucyam	True
27542	ruRqa	RqaH	ruRqaH	True
27542	ruRqa	Rqam	ruRqam	True
27542	ruRqa	RqaH	ruRqaH	True
27548	rudra	draH	rudraH	True
27551	rudriya	yam	rudriyam	True
27554	rudDa	dDA	rudDA	True
27555	ruDira	ram	ruDiram	True
27555	ruDira	raH	ruDiraH	True
27578	rUkza	kzaH	rUkzaH	True
27578	rUkza	kzA	rUkzA	True
27578	rUkza	kzam	rUkzam	True
27585	rUpaka	kaH	rUpakaH	True
27585	rUpaka	kam	rUpakam	True
27587	rUpavat	tI	rUpavatI	True
27591	rUpya	pyam	rUpyam	True
27606	recaka	kaH	recakaH	True
27606	recaka	kam	recakam	True
27607	recanam	nI	recanI	True
27608	recita	tam	recitam	True
27623	rePa	PaH	rePaH	True
27627	reBa	BaH	reBaH	True
27632	revawaH	wam	revawam	True
27641	rEvata	taH	rEvataH	True
27642	rEvatakaH	kam	rEvatakam	True
27645	rokam	kaH	rokaH	True
27652	rocaka	kam	rocakam	True
27652	rocaka	kaH	rocakaH	True
27653	rocana	naH	rocanaH	True
27653	rocana	nam	rocanam	True
27657	rocamAna	naH	rocamAnaH	True
27662	roqa	qaH	roqaH	True
27669	roDanaH	nam	roDanam	True
27672	roDraH	DraH	roDraH	True
27672	roDraH	Dram	roDram	True
27672	roDraH	Dram	roDram	True
27675	ropaRam	RaH	ropaRaH	True
27678	romakaH	kam	romakam	True
27681	romaSa	SaH	romaSaH	True
27681	romaSa	SI	romaSI	True
27681	romaSa	Sam	romaSam	True
27686	rozaRa	RaH	rozaRaH	True
27689	roha	haH	rohaH	True
27690	rohaRaH	Ram	rohaRam	True
27691	rohantaH	ntI	rohantI	True
27693	rohiRa	RaH	rohiRaH	True
27693	rohiRa	Ram	rohiRam	True
27698	rohita	taH	rohitaH	True
27698	rohita	tam	rohitam	True
27704	rOcanika	kam	rOcanikam	True
27707	rOdra	draH	rOdraH	True
27707	rOdra	dram	rOdram	True
27710	rOpya	pyam	rOpyam	True
27712	rOmaka	kam	rOmakam	True
27713	rOrava	vaH	rOravaH	True
27714	rOhiRa	RaH	rOhiRaH	True
27716	rOhiReyaH	yam	rOhiReyam	True
27717	rOhizaH	zam	rOhizam	True
27717	rOhizaH	zI	rOhizI	True
27722	lakacaH	cam	lakacam	True
27728	lakzaka	kam	lakzakam	True
27729	lakzaRam	RaH	lakzaRaH	True
27729	lakzaRam	RA	lakzaRA	True
27731	lakzaRya	RyaH	lakzaRyaH	True
27736	lakzmaRa	RaH	lakzmaRaH	True
27736	lakzmaRa	RA	lakzmaRA	True
27736	lakzmaRa	Ram	lakzmaRam	True
27740	lakzya	kzyaH	lakzyaH	True
27740	lakzya	kzyam	lakzyam	True
27744	lagna	gnaH	lagnaH	True
27744	lagna	gnam	lagnam	True
27784	lajjita	tam	lajjitam	True
27798	lawvaH	wvA	lawvA	True
27812	lapita	tam	lapitam	True
27816	labDa	bDA	labDA	True
27816	labDa	bDam	labDam	True
27820	laBasaH	sam	laBasam	True
27823	lampawa	waH	lampawaH	True
27829	lamba	mbaH	lambaH	True
27829	lamba	mbI	lambI	True
27831	lambanaH	nam	lambanam	True
27838	lamBaH	mBA	lamBA	True
27848	lala	lam	lalam	True
27850	lalanam	naH	lalanaH	True
27857	lalAwaMtapa	paH	lalAwaMtapaH	True
27860	lalAma	mam	lalAmam	True
27860	lalAma	maH	lalAmaH	True
27863	lalita	taH	lalitaH	True
27863	lalita	tam	lalitam	True
27865	lavaH	vam	lavam	True
27865	lavaH	vam	lavam	True
27868	lavaNgaH	gam	lavaNgam	True
27870	lavaRa	RaH	lavaRaH	True
27870	lavaRa	Ram	lavaRam	True
27880	lavi	viH	laviH	True
27904	lAkuwika	kaH	lAkuwikaH	True
27906	lAkzaRika	kaH	lAkzaRikaH	True
27916	lANgalam	laH	lANgalaH	True
27916	lANgalam	lA	lANgalA	False
27917	lANgalika	kaH	lANgalikaH	True
27925	lAjaH	jAH	lAjAH	True
27925	lAjaH	jam	lAjam	True
27929	lAwa	waH	lAwaH	True
27949	lAlaka	kaH	lAlakaH	True
27950	lAlana	naH	lAlanaH	True
27950	lAlana	nam	lAlanam	True
27951	lAlasa	saH	lAlasaH	True
27956	lAlAwika	kaH	lAlAwikaH	True
27959	lAlikaH	kA	lAlikA	True
27960	lAlita	tam	lAlitam	True
27966	lAva	vaH	lAvaH	True
27969	lAvaRika	kaH	lAvaRikaH	True
27969	lAvaRika	kam	lAvaRikam	True
27977	lAsaka	kaH	lAsakaH	True
27977	lAsaka	kam	lAsakam	True
27982	lAsyam	syaH	lAsyaH	True
27982	lAsyam	syA	lAsyA	True
27991	liKita	taH	liKitaH	True
27991	liKita	tam	liKitam	True
28013	lipta	ptam	liptam	True
28021	limpawa	waH	limpawaH	True
28022	limpAkaH	kam	limpAkam	True
28038	lIlAvat	tI	lIlAvatI	True
28051	luWita	tam	luWitam	True
28055	luRwAka	kaH	luRwAkaH	True
28069	lupta	ptam	luptam	True
28071	lubDa	bDaH	lubDaH	True
28089	lUna	nam	lUnam	True
28090	lUnaka	kaH	lUnakaH	True
28097	leKakaH	kam	leKakam	True
28098	leKana	naH	leKanaH	True
28098	leKana	nam	leKanam	True
28098	leKana	nI	leKanI	True
28100	leKanIya	yam	leKanIyam	True
28108	leKya	Kyam	leKyam	True
28117	lepanaH	nam	lepanam	True
28119	lepya	pyam	lepyam	True
28126	lelihaH	hA	lelihA	True
28132	lehaH	hI	lehI	True
28135	lehya	hyam	lehyam	True
28139	lENgika	kaH	lENgikaH	True
28152	locana	nam	locanam	True
28169	lotaH	tam	lotam	True
28182	loBana	nam	loBanam	True
28191	lomaSa	SaH	lomaSaH	True
28191	lomaSa	SA	lomaSA	True
28195	lola	lA	lolA	True
28195	lola	lI	lolI	True
28200	lolupa	pA	lolupA	True
28203	lozwaH	zwam	lozwam	True
28207	loha	haH	lohaH	True
28207	loha	ham	loham	True
28207	loha	haH	lohaH	True
28207	loha	ham	loham	True
28210	lohita	taH	lohitaH	True
28210	lohita	tA	lohitA	True
28210	lohita	tam	lohitam	True
28211	lohitaka	kaH	lohitakaH	True
28211	lohitaka	kam	lohitakam	True
28218	lOkika	kAH	lOkikAH	False
28218	lOkika	kam	lOkikam	True
28222	lOha	ham	lOham	True
28222	lOha	hI	lOhI	True
28225	lOhityaH	tyam	lOhityam	True
28230	va	vaH	vaH	True
28230	va	vam	vam	True
28232	vaMSakaH	kam	vaMSakam	True
28233	vaMSika	kam	vaMSikam	True
28236	vaMSya	SyaH	vaMSyaH	True
28242	vaktavya	vyam	vaktavyam	True
28248	vakra	kraH	vakraH	True
28248	vakra	kram	vakram	True
28256	vakrIBU	vakrIBAvaH	vakrIBAvaH	True
28266	vaNkaH	NkA	vaNkA	True
28277	vaNgaH	Ngam	vaNgam	True
28283	vagnu	gnuH	vagnuH	True
28285	vacaH	cA	vacA	True
28285	vacaH	cam	vacam	True
28289	vacanIya	yam	vacanIyam	True
28297	ukta	ktam	uktam	True
28297	ukta	ktam	uktam	True
28297	ukta	ktA	uktA	True
28301	vajra	jraH	vajraH	True
28301	vajra	jram	vajram	True
28301	vajra	jraH	vajraH	True
28301	vajra	jram	vajram	True
28306	vaYcaka	kaH	vaYcakaH	True
28310	vaYcita	tA	vaYcitA	True
28311	vaYcuka	kaH	vaYcukaH	True
28313	vaYjula	laH	vaYjulaH	True
28313	vaYjula	lA	vaYjulA	True
28318	vawara	raH	vawaraH	True
28331	vaWara	raH	vaWaraH	True
28344	vaRwa	RwaH	vaRwaH	True
28349	vaRWa	RWaH	vaRWaH	True
28352	vaRqa	RqaH	vaRqaH	True
28352	vaRqa	RqA	vaRqA	True
28364	vatsaH	tsA	vatsA	True
28364	vatsaH	tsam	vatsam	True
28365	vatsakaH	kam	vatsakam	True
28366	vatsataraH	rI	vatsatarI	True
28369	vatsala	laH	vatsalaH	True
28369	vatsala	lA	vatsalA	True
28369	vatsala	lam	vatsalam	True
28383	vadAnya	nyaH	vadAnyaH	True
28385	vadya	dyam	vadyam	True
28388	vaDaka	kaH	vaDakaH	True
28399	vaDya	DyaH	vaDyaH	True
28401	vaDram	DrI	vaDrI	True
28419	vanecara	raH	vanecaraH	True
28433	vandanam	nA	vandanA	True
28433	vandanam	nI	vandanI	True
28435	vandanIya	yA	vandanIyA	True
28441	vandya	dyA	vandyA	True
28442	vandaH	ndam	vandam	True
28446	vanya	nyaH	vanyaH	True
28446	vanya	nyam	vanyam	True
28450	vapanam	nI	vapanI	True
28455	vapuza	zam	vapuzam	True
28459	vapraH	praH	vapraH	True
28459	vapraH	pram	vapram	True
28459	vapraH	prA	vaprA	True
28467	vamanam	naH	vamanaH	True
28467	vamanam	nI	vamanI	True
28469	vamiH	miH	vamiH	True
28479	vayasya	syaH	vayasyaH	True
28479	vayasya	syA	vayasyA	True
28483	vayoDA	DAH	vayoDAH	True
28486	vara	raH	varaH	True
28486	vara	ram	varam	True
28487	varakaH	kam	varakam	True
28488	varaRam	RaH	varaRaH	True
28489	varawaH	wA	varawA	True
28489	varawaH	wI	varawI	True
28489	varawaH	wam	varawam	True
28493	varaRqaka	kaH	varaRqakaH	True
28500	varalaH	lA	varalA	True
28504	varAka	kaH	varAkaH	True
28512	varAlaH	lA	varAlA	True
28528	varizWa	zWaH	varizWaH	True
28528	varizWa	zWam	varizWam	True
28542	varUtf	trI	varUtrI	True
28543	varUTam	TaH	varUTaH	True
28545	varUTin	nI	varUTinI	True
28546	vareRya	RyaH	vareRyaH	True
28546	vareRya	Ryam	vareRyam	True
28548	varowaH	wam	varowam	True
28560	vargIya	yaH	vargIyaH	True
28561	vargya	rgyaH	vargyaH	True
28572	varjya	rjyam	varjyam	True
28574	varRaH	rRA	varRA	True
28574	varRaH	rRam	varRam	True
28575	varRakaH	kA	varRakA	True
28575	varRakaH	kam	varRakam	True
28588	varRya	rRyam	varRyam	True
28590	vartaka	kaH	vartakaH	True
28590	vartaka	kam	vartakam	True
28592	vartana	naH	vartanaH	True
28592	vartana	nI	vartanI	True
28592	vartana	nam	vartanam	True
28593	vartaniH	niH	vartaniH	True
28594	vartamAna	naH	vartamAnaH	True
28594	vartamAna	nam	vartamAnam	True
28605	vartula	laH	vartulaH	True
28605	vartula	lam	vartulam	True
28605	vartula	lA	vartulA	True
28608	vartra	rtram	vartram	True
28611	varDaH	rDam	varDam	True
28612	varDaka	kaH	varDakaH	True
28615	varDana	naH	varDanaH	True
28615	varDana	nI	varDanI	True
28615	varDana	nam	varDanam	True
28618	varDamAna	naH	varDamAnaH	True
28618	varDamAna	naH	varDamAnaH	True
28618	varDamAna	nam	varDamAnam	True
28618	varDamAna	nA	varDamAnA	True
28636	varya	ryaH	varyaH	True
28636	varya	ryA	varyA	True
28639	varvara	raH	varvaraH	True
28639	varvara	rA	varvarA	True
28639	varvara	rI	varvarI	True
28639	varvara	ram	varvaram	True
28650	varzika	kam	varzikam	True
28662	valanam	nA	valanA	True
28663	valita	taH	valitaH	True
28663	valita	tam	valitam	True
28668	valajaH	jam	valajam	True
28668	valajaH	jA	valajA	True
28673	valayaH	yaH	valayaH	True
28673	valayaH	yam	valayam	True
28687	valUkaH	kam	valUkam	True
28700	valgita	tam	valgitam	True
28701	valgu	lguH	valguH	True
28702	valguka	kam	valgukam	True
28710	valmIkaH	kaH	valmIkaH	True
28716	vallaBa	BaH	vallaBaH	True
28716	vallaBa	BA	vallaBA	True
28724	vallUraH	ram	vallUram	True
28730	vaSa	SaH	vaSaH	True
28730	vaSa	Sam	vaSam	True
28730	vaSa	SaH	vaSaH	True
28735	vaSika	kA	vaSikA	True
28740	vaSiraH	ram	vaSiram	True
28745	vaSya	SyaH	vaSyaH	True
28745	vaSya	SyA	vaSyA	True
28745	vaSya	Syam	vaSyam	True
28756	vasanam	nA	vasanA	True
28761	vasita	tam	vasitam	True
28764	vasizWaH	zWam	vasizWam	True
28766	vasukaH	kam	vasukam	True
28768	vasumat	tI	vasumatI	True
28769	vasukaH	kam	vasukam	True
28778	vastam	staH	vastaH	True
28793	vasnika	kA	vasnikA	True
28798	UQa	QaH	UQaH	True
28798	UQa	QA	UQA	True
28798	UQa	Qam	UQam	True
28800	vahaH	hA	vahA	True
28809	vahala	laH	vahalaH	True
28819	vahyam	hyA	vahyA	True
28823	vAMSa	SI	vAMSI	True
28825	vAkam	kaH	vAkaH	True
28837	vAgya	gyaH	vAgyaH	True
28842	vANmaya	yam	vANmayam	True
28842	vANmaya	yI	vANmayI	True
28844	vAcaMyama	maH	vAcaMyamaH	True
28845	vAcaka	kaH	vAcakaH	True
28847	vAcanam	nA	vAcanA	True
28857	vAcika	kaH	vAcikaH	True
28857	vAcika	kam	vAcikam	True
28859	vAcoyukti	ktiH	vAcoyuktiH	True
28860	vAcya	cyam	vAcyam	True
28862	vAjaH	jam	vAjam	True
28864	vAjasaneyin	saMhitA	vAjasaneyisaMhitA	True
28866	vAjin	nI	vAjinI	True
28874	vAYCita	tam	vAYCitam	True
28875	vAYCin	nI	vAYCinI	True
28881	vAwya	wyaH	vAwyaH	True
28885	vAqavaH	vaH	vAqavaH	True
28885	vAqavaH	vam	vAqavam	True
28885	vAqavaH	vam	vAqavam	True
28886	vAqaveyaH	yO	vAqaveyO	True
28897	vAta	taH	vAtaH	True
28905	vAtala	laH	vAtalaH	True
28910	vAtika	kaH	vAtikaH	True
28911	vAtIya	yam	vAtIyam	True
28912	vAtula	laH	vAtulaH	True
28925	vAdanam	naH	vAdanaH	True
28928	vAdika	kaH	vAdikaH	True
28929	vAdita	tam	vAditam	True
28933	vAdyam	dyaH	vAdyaH	True
28933	vAdyam	dyam	vAdyam	True
28935	vAdara	rA	vAdarA	True
28935	vAdara	ram	vAdaram	True
28947	vAna	nam	vAnam	True
28951	vAnaraH	rI	vAnarI	True
28967	vApita	tam	vApitam	True
28971	vAma	maH	vAmaH	True
28971	vAma	mam	vAmam	True
28972	vAmaka	kaH	vAmakaH	True
28972	vAmaka	kam	vAmakam	True
28975	vAmana	naH	vAmanaH	True
28989	vAyava	vI	vAyavI	True
28990	vAyavIya	vAyavyA	vAyavyA	True
28991	vAyasaH	sam	vAyasam	True
28995	vAraH	ram	vAram	True
28996	vAraka	kaH	vArakaH	True
28996	vAraka	kam	vArakam	True
29000	vArawam	wA	vArawA	True
29001	vAraRa	Ram	vAraRam	True
29001	vAraRa	RaH	vAraRaH	True
29011	vArAha	haH	vArAhaH	True
29013	vAri	riH	vAriH	True
29013	vAri	rI	vArI	True
29018	vAruRa	RaH	vAruRaH	True
29018	vAruRa	Ram	vAruRam	True
29018	vAruRa	RaH	vAruRaH	True
29018	vAruRa	Ram	vAruRam	True
29022	vAruRqaH	RqaH	vAruRqaH	True
29022	vAruRqaH	Rqam	vAruRqam	True
29022	vAruRqaH	RqI	vAruRqI	True
29025	vArkza	rkzam	vArkzam	True
29026	vArkzya	rkzyam	vArkzyam	True
29031	vArtta	rttam	vArttam	True
29033	vArttika	kaH	vArttikaH	True
29033	vArttika	kA	vArttikA	True
29033	vArttika	kam	vArttikam	True
29037	vArdalam	laH	vArdalaH	True
29050	vArya	ryaH	vAryaH	True
29050	vArya	ryam	vAryam	True
29053	vArzika	kam	vArzikam	True
29053	vArzika	kI	vArzikI	True
29060	vAlaKilyaH	lyam	vAlaKilyam	True
29063	vAlukA	kA	vAlukA	True
29063	vAlukA	kI	vAlukI	True
29065	vAlka	lkam	vAlkam	True
29066	vAlkala	lam	vAlkalam	True
29066	vAlkala	lI	vAlkalI	True
29072	vAvAta	tA	vAvAtA	True
29084	vASra	SraH	vASraH	True
29084	vASra	SrA	vASrA	True
29084	vASra	Sram	vASram	True
29085	vAzkala	laH	vAzkalaH	True
29089	vAsaka	kaH	vAsakaH	True
29089	vAsaka	kA	vAsakA	True
29089	vAsaka	kam	vAsakam	True
29094	vAsita	tam	vAsitam	True
29097	vAsateya	yI	vAsateyI	True
29098	vAsanta	ntaH	vAsantaH	True
29098	vAsanta	ntI	vAsantI	True
29099	vAsantika	kaH	vAsantikaH	True
29101	vAsaraH	raH	vAsaraH	True
29102	vAsava	vaH	vAsavaH	True
29102	vAsava	vam	vAsavam	True
29109	vAsizWa	zWaH	vAsizWaH	True
29109	vAsizWa	zWI	vAsizWI	True
29113	vAsudevaH	vI	vAsudevI	True
29118	vAstava	vam	vAstavam	True
29120	vAstavika	kaH	vAstavikaH	True
29121	vAstavya	vyaH	vAstavyaH	True
29121	vAstavya	vyam	vAstavyam	True
29128	vAstra	straH	vAstraH	True
29131	vAsya	syaH	vAsyaH	True
29131	vAsya	syam	vAsyam	True
29132	vAsraH	srA	vAsrA	True
29134	vAha	haH	vAhaH	True
29136	vAhanam	nA	vAhanA	True
29149	vAhya	hyaH	vAhyaH	True
29149	vAhya	hyam	vAhyam	True
29151	vAhlikaH	kam	vAhlikam	True
29154	viMSa	SaH	viMSaH	True
29163	vikaca	caH	vikacaH	True
29166	vikawa	waH	vikawaH	True
29166	vikawa	wam	vikawam	True
29169	vikatTana	nam	vikatTanam	True
29175	vikampita	tam	vikampitam	True
29177	vikaraRaH	Ram	vikaraRam	True
29185	vikarmika	kaH	vikarmikaH	True
29187	vikala	lA	vikalA	True
29187	vikala	lI	vikalI	True
29211	vikuRWam	RWA	vikuRWA	True
29226	vikfta	tam	vikftam	True
29230	vikarzaRaH	Ram	vikarzaRam	True
29234	vikiraRam	RaH	vikiraRaH	True
29235	vikIrRa	rRam	vikIrRam	True
29242	vikeSa	SI	vikeSI	True
29251	vikrAnta	ntaH	vikrAntaH	True
29251	vikrAnta	ntam	vikrAntam	True
29260	vikrIta	tam	vikrItam	True
29264	vikruzwa	zwam	vikruzwam	True
29267	viklava	vam	viklavam	True
29271	viklizwa	zwam	viklizwam	True
29275	vikzata	tam	vikzatam	True
29279	vikzipta	ptam	vikziptam	True
29303	vigata	tA	vigatA	True
29303	vigata	tam	vigatam	True
29308	vigarhita	tam	vigarhitam	True
29334	viGasaH	sam	viGasam	True
29348	vicakzaRa	RaH	vicakzaRaH	True
29359	vicAraka	kaH	vicArakaH	True
29363	vicArita	tam	vicAritam	True
29373	vicAla	laH	vicAlaH	True
29384	vicitra	traH	vicitraH	True
29384	vicitra	trA	vicitrA	True
29384	vicitra	tram	vicitram	True
29385	vicitrakaH	kam	vicitrakam	True
29398	vicezwita	tam	vicezwitam	True
29404	vicCAya	yaH	vicCAyaH	True
29404	vicCAya	yam	vicCAyam	True
29424	vijana	nam	vijanam	True
29428	vijAta	tA	vijAtA	True
29433	vijara	ram	vijaram	True
29434	vijala	lam	vijalam	True
29440	vijayaH	yam	vijayam	True
29444	vijigIzu	zuH	vijigIzuH	True
29458	vijfmBita	tam	vijfmBitam	True
29463	vijYa	jYaH	vijYaH	True
29498	viqaNga	NgaH	viqaNgaH	True
29498	viqaNga	Ngam	viqaNgam	True
29503	viqambita	tam	viqambitam	True
29520	vitata	tam	vitatam	True
29522	vitanu	nuH	vitanuH	True
29535	vitAna	naH	vitAnaH	True
29535	vitAna	nam	vitAnam	True
29535	vitAna	nam	vitAnam	True
29541	vitAla	laH	vitAlaH	True
29541	vitAla	lI	vitAlI	True
29544	vitunnakam	kaH	vitunnakaH	True
29547	vitfzRa	zRA	vitfzRA	True
29552	vitta	tam	vittam	True
29560	viTuraH	rA	viTurA	False
29563	vidaH	dA	vidA	True
29565	vidita	taH	viditaH	True
29565	vidita	tam	viditam	True
29566	viduzaH	zI	viduzI	True
29568	vidagDa	gDaH	vidagDaH	True
29568	vidagDa	gDA	vidagDA	True
29571	vidaTaH	Tam	vidaTam	True
29572	vidaraH	ram	vidaram	True
29573	vidarBAH	rBaH	vidarBaH	True
29575	vidala	laH	vidalaH	True
29575	vidala	lam	vidalam	True
29589	vidura	raH	viduraH	True
29592	vidUra	raH	vidUraH	True
29593	vidUzaka	kaH	vidUzakaH	True
29597	vidAraH	rI	vidArI	True
29598	vidArakaH	kam	vidArakam	True
29599	vidAraRaH	RA	vidAraRA	True
29599	vidAraRaH	Ram	vidAraRam	True
29605	videha	hAH	videhAH	True
29605	videha	haH	videhaH	True
29605	videha	hA	videhA	True
29607	vidDa	dDaH	vidDaH	True
29607	vidDa	dDam	vidDam	True
29619	vidyotana	nam	vidyotanam	True
29628	vidruta	tam	vidrutam	True
29636	vidvezaRaH	RI	vidvezaRI	True
29636	vidvezaRaH	Ram	vidvezaRam	True
29640	viDana	tA	viDanatA	True
